Metric, Organic traffic, Organic positions: 1–3, Organic positions: 4–10, SERP Features: Featured snippet (Owned), SERP Features: AI Overview (Owned), SERP Features: Local pack (Owned), SERP Features: Sitelinks (Owned), SERP Features: Top stories (Owned), SERP Features: Image pack (Owned), SERP Features: Videos (Owned), SERP Features: Discussions and forums (Owned), SERP Features: X (Twitter) (Owned), SERP Features: Top ads (Owned), SERP Features: Bottom ads (Owned), SERP Features: Paid sitelinks (Owned), SERP Features: Shopping ads (Owned), SERP Features: Knowledge card (Owned), SERP Features: Knowledge panel (Owned), SERP Features: People also ask (Owned), SERP Features: Thumbnail (Owned), SERP Features: Video preview (Owned), SERP Features: Shopping (Owned), Organic traffic: Branded, Organic traffic: Non-branded, Organic positions by intent: Informational, Organic positions by intent: Navigational, Organic positions by intent: Commercial, Organic positions by intent: Transactional, Organic positions by intent: Branded, Organic positions by intent: Local
Volume, Monthly volume, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, Monthly volume, Monthly volume, -, -, -, -, -, -
Location, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations, All locations
2022-01-17, 2625959, 55000, 206465, 1779., 0., 0., 43743., 0., 24930., 0., 0., 0., 0., 0., 0., 0., 0., 243., 0., 2069., 0., 0., 1816814, 809145, 1076244, 44085, 569776, 264273, 349313, 695432
2022-01-18, 2458017, 55043, 206400, 1785., 0., 0., 43514., 0., 24972., 0., 0., 0., 0., 0., 0., 0., 0., 244., 0., 2063., 0., 0., 1651179, 806838, 1075834, 44099, 569665, 264292, 349082, 695093
2022-01-19, 2484342, 54933, 206017, 1773., 0., 0., 43380., 0., 25041., 0., 0., 0., 0., 0., 0., 0., 0., 242., 0., 2061., 0., 0., 1659113, 825228, 1074789, 44046, 569111, 264112, 348569, 694325
2022-01-20, 2480062, 54747, 205702, 1771., 0., 0., 43180., 0., 25055., 0., 0., 0., 0., 0., 0., 0., 0., 242., 0., 2066., 0., 0., 1658890, 821171, 1073965, 44011, 568764, 264047, 348210, 693691
2022-01-21, 2472414, 54548, 205245, 1763., 0., 0., 42707., 0., 25028., 0., 0., 0., 0., 0., 0., 0., 0., 239., 0., 2057., 0., 0., 1654831, 817583, 1072814, 43987, 568378, 263957, 347746, 692867
2022-01-22, 2462279, 54205, 204472, 1766., 0., 0., 42512., 0., 25027., 0., 0., 0., 0., 0., 0., 0., 0., 237., 0., 2055., 0., 0., 1656568, 805712, 1070931, 43884, 567541, 263576, 346881, 691714
2022-01-23, 2626991, 53981, 203819, 1777., 0., 0., 42499., 0., 25018., 0., 0., 0., 0., 0., 0., 0., 0., 237., 0., 2046., 0., 0., 1816066, 810925, 1069774, 43802, 566843, 263211, 346300, 690860
2022-01-24, 2648702, 53872, 203520, 1781., 0., 0., 42419., 0., 25051., 0., 0., 0., 0., 0., 0., 0., 0., 237., 0., 2040., 0., 0., 1819345, 829357, 1069444, 43795, 566635, 263116, 346113, 690383
2022-01-25, 2651555, 53770, 203247, 1779., 0., 0., 42594., 0., 24982., 0., 0., 0., 0., 0., 0., 0., 0., 237., 0., 2038., 0., 0., 1819949, 831606, 1069127, 43818, 566496, 263102, 345894, 690181
2022-01-26, 2652470, 53778, 203086, 1774., 0., 0., 42600., 0., 24909., 0., 0., 0., 0., 0., 0., 0., 0., 237., 0., 2036., 0., 0., 1822578, 829892, 1068219, 43785, 566166, 263039, 345456, 689498
2022-01-27, 2630154, 53554, 202401, 1774., 0., 0., 42569., 0., 24923., 0., 0., 0., 0., 0., 0., 0., 0., 237., 0., 2032., 0., 0., 1820724, 809430, 1065107, 43721, 564592, 262372, 344497, 687297
2022-01-28, 2463995, 53336, 202169, 1766., 0., 0., 42380., 0., 24812., 0., 0., 0., 0., 0., 0., 0., 0., 234., 0., 2022., 0., 0., 1652726, 811269, 1064031, 43673, 564099, 262164, 344000, 686507
2022-01-29, 2459152, 52955, 200459, 1755., 0., 0., 42199., 0., 24704., 0., 0., 0., 0., 0., 0., 0., 0., 228., 0., 1998., 0., 0., 1651756, 807396, 1057313, 43428, 560311, 260449, 341830, 681858
2022-01-30, 2465901, 52405, 199191, 1741., 0., 0., 41943., 0., 24540., 0., 0., 0., 0., 0., 0., 0., 0., 222., 0., 1989., 0., 0., 1657604, 808297, 1051442, 43241, 557146, 259035, 339906, 677604
2022-01-31, 2461171, 52052, 198055, 1734., 0., 0., 41256., 0., 24409., 0., 0., 0., 0., 0., 0., 0., 0., 222., 0., 1982., 0., 0., 1654133, 807038, 1046511, 43039, 554499, 257872, 338097, 674101
2022-02-01, 3063474, 51438, 196759, 1733., 0., 0., 41358., 0., 24395., 0., 0., 0., 0., 0., 0., 0., 0., 218., 0., 1945., 0., 0., 2245909, 817566, 1042042, 42782, 552158, 256816, 336355, 670937
2022-02-02, 3111583, 51295, 195913, 1720., 0., 0., 41651., 0., 24347., 0., 0., 0., 0., 0., 0., 0., 0., 215., 0., 1943., 0., 0., 2301412, 810170, 1038888, 42694, 550424, 256145, 335518, 668576
2022-02-03, 3075099, 51157, 195338, 1726., 0., 0., 42041., 0., 24251., 0., 0., 0., 0., 0., 0., 0., 0., 215., 0., 1919., 0., 0., 2263740, 811358, 1036866, 42554, 549113, 255573, 334919, 666874
2022-02-04, 2989721, 51151, 194929, 1720., 0., 0., 42152., 0., 24065., 0., 0., 0., 0., 0., 0., 0., 0., 211., 0., 1911., 0., 0., 2179545, 810176, 1034836, 42503, 547860, 255162, 334334, 665137
2022-02-05, 2809297, 51053, 194127, 1709., 0., 0., 42537., 0., 23882., 0., 0., 0., 0., 0., 0., 0., 0., 208., 0., 1889., 0., 0., 2006298, 802999, 1031192, 42363, 545566, 254272, 333495, 662359
2022-02-06, 2934677, 51051, 193388, 1695., 0., 0., 42585., 0., 23774., 0., 0., 0., 0., 0., 0., 0., 0., 206., 0., 1889., 0., 0., 2110428, 824249, 1027635, 42404, 543298, 253341, 332901, 659415
2022-02-07, 3137484, 50915, 192378, 1691., 0., 0., 42617., 0., 23635., 0., 0., 0., 0., 0., 0., 0., 0., 202., 0., 1873., 0., 0., 2313022, 824462, 1023230, 42188, 540336, 252023, 331702, 656031
2022-02-08, 3115701, 50767, 191222, 1690., 0., 0., 42739., 0., 23549., 0., 0., 0., 0., 0., 0., 0., 0., 198., 0., 1872., 0., 0., 2288553, 827149, 1017487, 41870, 536648, 250279, 329992, 651864
2022-02-09, 3129580, 50719, 190332, 1680., 0., 0., 43020., 0., 23438., 0., 0., 0., 0., 0., 0., 0., 0., 195., 0., 1855., 0., 0., 2300833, 828747, 1012404, 41610, 533574, 248895, 328486, 648334
2022-02-10, 2891474, 50586, 189442, 1673., 0., 0., 43796., 0., 23432., 0., 0., 0., 0., 0., 0., 0., 0., 191., 0., 1847., 0., 0., 2007956, 883518, 1007438, 41420, 530658, 247692, 327237, 644615
2022-02-11, 2923011, 50734, 189005, 1661., 0., 0., 43702., 0., 23225., 0., 0., 0., 0., 0., 0., 0., 0., 190., 0., 1848., 0., 0., 2039407, 883604, 1003555, 41387, 528414, 246931, 326502, 641696
2022-02-12, 2922981, 50475, 187982, 1654., 0., 0., 43423., 0., 23028., 0., 0., 0., 0., 0., 0., 0., 0., 189., 0., 1841., 0., 0., 2039166, 883815, 998289, 41187, 525431, 245652, 325066, 638146
2022-02-13, 2919839, 50138, 186727, 1642., 0., 0., 43168., 0., 22795., 0., 0., 0., 0., 0., 0., 0., 0., 189., 0., 1857., 0., 0., 2038650, 881189, 992395, 40857, 521943, 244028, 323255, 634222
2022-02-14, 2923079, 49809, 185598, 1630., 0., 0., 42840., 0., 22593., 0., 0., 0., 0., 0., 0., 0., 0., 188., 0., 1851., 0., 0., 2038355, 884724, 986050, 40625, 518246, 242516, 321627, 629803
2022-02-15, 2914230, 49497, 184410, 1623., 0., 0., 42210., 0., 22455., 0., 0., 0., 0., 0., 0., 0., 0., 189., 0., 1872., 0., 0., 2039013, 875217, 980268, 40344, 514853, 241138, 320287, 625753
2022-02-16, 3086740, 49096, 183394, 1620., 0., 0., 41918., 0., 22452., 0., 0., 0., 0., 0., 0., 0., 0., 188., 0., 1885., 0., 0., 2257838, 828902, 976862, 40146, 512935, 240239, 319256, 623530
2022-02-17, 2889094, 48865, 182489, 1612., 0., 0., 42206., 0., 22367., 0., 0., 0., 0., 0., 0., 0., 0., 188., 0., 1920., 0., 0., 2056406, 832688, 974132, 40017, 511233, 239465, 318696, 621527
2022-02-18, 3056210, 48850, 182167, 1619., 0., 0., 42894., 0., 22315., 0., 0., 0., 0., 0., 0., 0., 0., 184., 0., 1962., 0., 0., 2241174, 815037, 972602, 40095, 510131, 239042, 318554, 619952
2022-02-19, 3081520, 49190, 182258, 1626., 0., 0., 43826., 0., 22248., 0., 0., 0., 0., 0., 0., 0., 0., 181., 0., 2001., 0., 0., 2260124, 821396, 973244, 40264, 510013, 239174, 318977, 619513
2022-02-20, 3082670, 49604, 182574, 1621., 0., 0., 44318., 0., 22231., 0., 0., 0., 0., 0., 0., 0., 0., 176., 0., 2046., 0., 0., 2253187, 829483, 974165, 40498, 509986, 239398, 319592, 619069
2022-02-21, 2852187, 49690, 182229, 1624., 0., 0., 45455., 0., 22135., 0., 0., 0., 0., 0., 0., 0., 0., 174., 0., 2095., 0., 0., 2034452, 817735, 972243, 40546, 508525, 238772, 319292, 617159
2022-02-22, 2889684, 50094, 182072, 1603., 0., 0., 46383., 0., 22076., 0., 0., 0., 0., 0., 0., 0., 0., 171., 0., 2157., 0., 0., 2040224, 849460, 968586, 40416, 506409, 237660, 318433, 614352
2022-02-23, 3105448, 50561, 181972, 1594., 0., 0., 47606., 0., 22064., 0., 0., 0., 0., 0., 0., 0., 0., 165., 0., 2202., 0., 0., 2254228, 851219, 965911, 40304, 504925, 236858, 317832, 612531
2022-02-24, 3024527, 51150, 182250, 1588., 0., 0., 48974., 0., 22100., 0., 0., 0., 0., 0., 0., 0., 0., 163., 0., 2271., 0., 0., 2214749, 809778, 965066, 40359, 504574, 236728, 317848, 611857
2022-02-25, 3013166, 51661, 182570, 1579., 0., 0., 49190., 0., 21990., 0., 0., 0., 0., 0., 0., 0., 0., 158., 0., 2306., 0., 0., 2206517, 806649, 964180, 40454, 504357, 236702, 317848, 611030
2022-02-26, 3022036, 51620, 181808, 1581., 0., 0., 49691., 0., 21961., 0., 0., 0., 0., 0., 0., 0., 0., 157., 0., 2362., 0., 0., 2215975, 806061, 959457, 40209, 501728, 235319, 316317, 608009
2022-02-27, 3028577, 51807, 181456, 1546., 0., 0., 50430., 0., 21879., 0., 0., 0., 0., 0., 0., 0., 0., 156., 0., 2488., 0., 0., 2230187, 798390, 955664, 40078, 499922, 234481, 315225, 605591
2022-02-28, 3040638, 51933, 181246, 1531., 0., 0., 50996., 0., 21742., 0., 0., 0., 0., 0., 0., 0., 0., 156., 0., 2615., 0., 0., 2227785, 812854, 951699, 40044, 497928, 233476, 314155, 602954
2022-03-01, 3348971, 52133, 180851, 1516., 0., 0., 52002., 0., 21760., 0., 0., 0., 0., 0., 0., 0., 0., 157., 0., 2705., 0., 0., 2517770, 831201, 948009, 39822, 496144, 232596, 313032, 600642
2022-03-02, 3362561, 52564, 181587, 1516., 0., 0., 51918., 0., 21820., 0., 0., 0., 0., 0., 0., 0., 0., 157., 0., 2797., 0., 0., 2528462, 834099, 949105, 39982, 497125, 233112, 313473, 601287
2022-03-03, 3345451, 52544, 181696, 1519., 0., 0., 51310., 0., 21848., 0., 0., 0., 0., 0., 0., 0., 0., 157., 0., 2874., 0., 0., 2505745, 839706, 948808, 39889, 497317, 233212, 313150, 601334
2022-03-04, 3358950, 52353, 181408, 1513., 0., 0., 50620., 0., 21940., 0., 0., 0., 0., 0., 0., 0., 0., 156., 0., 3024., 0., 0., 2506810, 852140, 947593, 39736, 496770, 232864, 312625, 600884
2022-03-05, 3464162, 52159, 181289, 1501., 0., 0., 50171., 0., 22109., 0., 0., 0., 0., 0., 0., 0., 0., 157., 0., 3164., 0., 0., 2518809, 945353, 947237, 39541, 496650, 232694, 312302, 600986
2022-03-06, 3491284, 52084, 181193, 1483., 0., 0., 49371., 0., 22173., 0., 0., 0., 0., 0., 0., 0., 0., 160., 0., 3278., 0., 0., 2527053, 964231, 947535, 39535, 497135, 232868, 312284, 601236
2022-03-07, 3520276, 51712, 181007, 1471., 0., 0., 48296., 0., 22296., 0., 0., 0., 0., 0., 0., 0., 0., 160., 0., 3497., 0., 0., 2547236, 973040, 946559, 39482, 496848, 232581, 311800, 600817
2022-03-08, 3531036, 51271, 180643, 1465., 0., 0., 47491., 0., 22459., 0., 0., 0., 0., 0., 0., 0., 0., 161., 0., 3738., 0., 0., 2569259, 961777, 945844, 39388, 496743, 232447, 311320, 600608
2022-03-09, 3465776, 50942, 180442, 1454., 0., 0., 46891., 0., 22609., 0., 0., 0., 0., 0., 0., 0., 0., 162., 0., 3949., 0., 0., 2554135, 911641, 945902, 39256, 496861, 232367, 311057, 600672
2022-03-10, 3465186, 50783, 180385, 1456., 0., 0., 46526., 0., 22653., 0., 0., 0., 0., 0., 0., 0., 0., 163., 0., 4365., 0., 0., 2526684, 938503, 947044, 39245, 497206, 232307, 311194, 601145
2022-03-11, 3458451, 50700, 180763, 1467., 0., 0., 46600., 0., 22757., 0., 0., 0., 0., 0., 0., 0., 0., 163., 0., 4820., 0., 0., 2501673, 956778, 951352, 39361, 498692, 232908, 312554, 603081
2022-03-12, 3478257, 50887, 181585, 1473., 0., 0., 46656., 0., 22839., 0., 0., 0., 0., 0., 0., 0., 0., 165., 0., 5211., 0., 0., 2531214, 947044, 957620, 39494, 501199, 234075, 314735, 606134
2022-03-13, 3472029, 51025, 182226, 1464., 0., 0., 46084., 0., 22855., 0., 0., 0., 0., 0., 0., 0., 0., 167., 0., 5839., 0., 0., 2534727, 937301, 963046, 39653, 503320, 235026, 316853, 608786
2022-03-14, 3152945, 50714, 181973, 1453., 0., 0., 45620., 0., 22863., 0., 0., 0., 0., 0., 0., 0., 0., 168., 0., 6452., 0., 0., 2203490, 949455, 962520, 39596, 503276, 234944, 316430, 608725
2022-03-15, 2983139, 50435, 181758, 1451., 0., 0., 45161., 0., 22792., 0., 0., 0., 0., 0., 0., 0., 0., 169., 0., 7032., 0., 0., 1983066, 1000073, 961986, 39494, 503326, 234878, 316144, 608609
2022-03-16, 3312801, 50216, 181355, 1446., 0., 0., 44377., 0., 22703., 0., 0., 0., 0., 0., 0., 0., 0., 168., 0., 7535., 0., 0., 2317232, 995569, 961245, 39395, 503103, 234665, 315847, 608416
2022-03-17, 3251159, 49795, 180713, 1443., 0., 0., 44035., 0., 22748., 0., 0., 0., 0., 0., 0., 0., 0., 168., 0., 7896., 0., 0., 2307295, 943864, 959993, 39318, 502719, 234300, 315326, 607927
2022-03-18, 3245566, 49586, 180351, 1439., 0., 0., 43586., 0., 22785., 0., 0., 0., 0., 0., 0., 0., 0., 168., 0., 8280., 0., 0., 2297678, 947888, 959630, 39261, 502825, 234266, 315048, 607907
2022-03-19, 3247500, 49337, 180077, 1410., 0., 0., 42231., 0., 22749., 0., 0., 0., 0., 0., 0., 0., 0., 167., 0., 8666., 0., 0., 2315913, 931587, 958787, 39184, 502639, 234122, 314608, 607624
2022-03-20, 3560441, 48667, 179190, 1410., 0., 0., 40987., 0., 22737., 0., 0., 0., 0., 0., 0., 0., 0., 167., 0., 8813., 0., 0., 2627527, 932913, 956371, 39004, 501505, 233544, 313630, 606587
2022-03-21, 3563293, 47942, 178255, 1410., 0., 0., 41004., 0., 22742., 0., 0., 0., 0., 0., 0., 0., 0., 166., 0., 8821., 0., 0., 2627216, 936077, 954454, 38895, 500449, 233018, 312975, 605591
2022-03-22, 3561796, 47926, 178261, 1409., 0., 0., 40877., 0., 22732., 0., 0., 0., 0., 0., 0., 0., 0., 165., 0., 8856., 0., 0., 2627256, 934540, 954324, 38890, 500360, 232973, 312931, 605527
2022-03-23, 3575570, 47818, 178120, 1414., 0., 0., 40066., 0., 22687., 0., 0., 0., 0., 0., 0., 0., 0., 165., 0., 9100., 0., 0., 2639534, 936036, 953537, 38813, 500024, 232808, 312591, 605206
2022-03-24, 3523462, 47108, 177220, 1410., 0., 0., 39083., 0., 22659., 0., 0., 0., 0., 0., 0., 0., 0., 165., 0., 9354., 0., 0., 2585101, 938361, 951181, 38675, 498868, 232295, 311721, 604103
2022-03-25, 3546796, 46356, 176358, 1409., 0., 0., 37407., 0., 22661., 0., 0., 0., 0., 0., 0., 0., 0., 167., 0., 9745., 0., 0., 2599480, 947316, 949103, 38493, 497859, 231766, 310702, 603032
2022-03-26, 3497787, 45235, 174971, 1408., 0., 0., 36884., 0., 22689., 0., 0., 0., 0., 0., 0., 0., 0., 165., 0., 10055., 0., 0., 2543674, 954113, 945950, 38181, 496339, 230923, 309217, 601586
2022-03-27, 3505387, 44748, 174360, 1384., 0., 0., 36126., 0., 22664., 0., 0., 0., 0., 0., 0., 0., 0., 166., 0., 10380., 0., 0., 2546409, 958978, 944403, 37993, 495603, 230526, 308376, 601033
2022-03-28, 3500626, 44183, 173533, 1382., 0., 0., 35478., 0., 22695., 0., 0., 0., 0., 0., 0., 0., 0., 165., 0., 10671., 0., 0., 2537694, 962932, 942516, 37725, 494618, 230057, 307256, 600170
2022-03-29, 3527202, 43685, 172886, 1380., 0., 0., 34610., 0., 22732., 0., 0., 0., 0., 0., 0., 0., 0., 165., 0., 11009., 0., 0., 2538023, 989180, 941186, 37495, 493998, 229711, 306477, 599676
2022-03-30, 3513183, 42992, 172005, 1378., 0., 0., 33965., 0., 22808., 0., 0., 0., 0., 0., 0., 0., 0., 164., 0., 11449., 0., 0., 2534978, 978205, 939249, 37226, 493140, 229210, 305256, 598953
2022-03-31, 3481620, 42457, 171126, 1374., 0., 0., 34295., 0., 22851., 0., 0., 0., 0., 0., 0., 0., 0., 162., 0., 11747., 0., 0., 2525039, 956582, 937628, 36943, 492265, 228727, 304341, 598407
2022-04-01, 3463303, 42412, 171057, 1374., 0., 0., 34615., 0., 22864., 0., 0., 0., 0., 0., 0., 0., 0., 162., 0., 11962., 0., 0., 2517565, 945738, 937637, 36924, 492401, 228844, 304144, 598604
2022-04-02, 2982434, 42408, 171095, 1375., 0., 0., 35327., 0., 22903., 0., 0., 0., 0., 0., 0., 0., 0., 162., 0., 12372., 0., 0., 2061025, 921410, 937697, 36903, 492516, 228868, 304062, 598754
2022-04-03, 3039194, 42412, 171038, 1372., 0., 0., 35676., 0., 22851., 0., 0., 0., 0., 0., 0., 0., 0., 162., 0., 12629., 0., 0., 2091115, 948079, 938182, 36901, 492843, 229043, 304157, 599333
2022-04-04, 3116278, 42372, 170955, 1376., 0., 0., 35881., 0., 22826., 0., 0., 0., 0., 0., 0., 0., 0., 162., 0., 12760., 0., 0., 2166701, 949577, 938400, 36880, 493027, 229096, 304238, 599776
2022-04-05, 3110730, 42382, 170908, 1367., 0., 0., 35927., 0., 22759., 0., 0., 0., 0., 0., 0., 0., 0., 162., 0., 12795., 0., 0., 2165934, 944796, 938384, 36881, 493108, 229134, 304188, 599905
2022-04-06, 3111616, 42194, 170187, 1364., 0., 0., 36064., 0., 22743., 0., 0., 0., 0., 0., 0., 0., 0., 162., 0., 12834., 0., 0., 2165670, 945946, 934665, 36723, 491032, 228207, 302769, 597324
2022-04-07, 3113348, 42185, 170149, 1354., 0., 0., 36126., 0., 22488., 0., 0., 0., 0., 0., 0., 0., 0., 160., 0., 12873., 0., 0., 2167301, 946047, 934791, 36709, 491135, 228231, 302787, 597530
2022-04-08, 3510152, 41798, 168592, 1340., 0., 0., 36542., 0., 22242., 0., 0., 0., 0., 0., 0., 0., 0., 158., 0., 12848., 0., 0., 2561497, 948655, 927423, 36365, 486966, 226272, 300168, 592467
2022-04-09, 3521104, 41524, 167316, 1341., 0., 0., 36895., 0., 22022., 0., 0., 0., 0., 0., 0., 0., 0., 158., 0., 12868., 0., 0., 2576320, 944783, 921537, 36060, 483706, 224851, 297996, 588540
2022-04-10, 3446185, 41326, 166245, 1340., 0., 0., 37317., 0., 21916., 0., 0., 0., 0., 0., 0., 0., 0., 157., 0., 12759., 0., 0., 2495070, 951115, 916752, 35795, 481155, 223607, 296241, 585456
2022-04-11, 3453144, 41217, 165723, 1337., 0., 0., 37595., 0., 21830., 0., 0., 0., 0., 0., 0., 0., 0., 157., 0., 12595., 0., 0., 2496600, 956544, 914093, 35636, 479702, 222918, 295374, 583749
2022-04-12, 3253972, 41174, 165037, 1333., 0., 0., 37983., 0., 21743., 0., 0., 0., 0., 0., 0., 0., 0., 157., 0., 12419., 0., 0., 2311083, 942889, 911229, 35435, 478001, 222051, 294310, 581748
2022-04-13, 3204834, 41111, 164666, 1327., 0., 0., 38533., 0., 21570., 0., 0., 0., 0., 0., 0., 0., 0., 155., 0., 12234., 0., 0., 2288688, 916146, 909324, 35388, 476969, 221659, 293752, 580541
2022-04-14, 3382503, 41119, 164185, 1327., 0., 0., 38899., 0., 21393., 0., 0., 0., 0., 0., 0., 0., 0., 154., 0., 12164., 0., 0., 2473889, 908614, 907692, 35248, 476101, 221187, 293105, 579637
2022-04-15, 3372032, 40968, 163137, 1308., 0., 0., 38823., 0., 21343., 0., 0., 0., 0., 0., 0., 0., 0., 154., 0., 12026., 0., 0., 2465446, 906586, 902053, 34918, 473015, 219886, 290960, 576048
2022-04-16, 3377647, 40685, 161869, 1295., 0., 0., 38737., 0., 21306., 0., 0., 0., 0., 0., 0., 0., 0., 154., 0., 11917., 0., 0., 2465117, 912530, 896179, 34637, 469733, 218396, 288918, 572262
2022-04-17, 3162274, 40411, 160511, 1294., 0., 0., 38577., 0., 21189., 0., 0., 0., 0., 0., 0., 0., 0., 154., 0., 11839., 0., 0., 2241452, 920822, 889515, 34280, 465960, 216748, 286445, 567942
2022-04-18, 3242098, 40073, 159047, 1286., 0., 0., 38449., 0., 21113., 0., 0., 0., 0., 0., 0., 0., 0., 153., 0., 11761., 0., 0., 2294216, 947882, 882799, 33907, 461995, 215035, 284119, 563414
2022-04-19, 3456196, 39761, 157757, 1282., 0., 0., 38202., 0., 21010., 0., 0., 0., 0., 0., 0., 0., 0., 153., 0., 11617., 0., 0., 2538251, 917945, 877427, 33688, 458683, 213600, 282440, 559648
2022-04-20, 3457990, 39498, 156359, 1258., 0., 0., 37814., 0., 20868., 0., 0., 0., 0., 0., 0., 0., 0., 153., 0., 11472., 0., 0., 2568222, 889768, 871085, 33460, 454982, 212076, 280573, 555300
2022-04-21, 3524327, 39055, 155209, 1256., 0., 0., 37430., 0., 20730., 0., 0., 0., 0., 0., 0., 0., 0., 152., 0., 11240., 0., 0., 2630793, 893534, 864496, 33162, 451330, 210769, 278672, 550921
2022-04-22, 3427484, 38723, 153958, 1249., 0., 0., 37032., 0., 20609., 0., 0., 0., 0., 0., 0., 0., 0., 151., 0., 11121., 0., 0., 2530509, 896975, 857745, 32837, 447449, 209214, 276649, 546518
2022-04-23, 3343014, 38445, 152551, 1234., 0., 0., 36586., 0., 20428., 0., 0., 0., 0., 0., 0., 0., 0., 151., 0., 10937., 0., 0., 2432327, 910687, 850904, 32536, 443641, 207524, 274348, 541857
2022-04-24, 3432495, 38071, 150921, 1232., 0., 0., 36106., 0., 20214., 0., 0., 0., 0., 0., 0., 0., 0., 149., 0., 10739., 0., 0., 2522870, 909625, 842698, 32297, 438985, 205622, 271833, 536052
2022-04-25, 3182330, 37667, 149432, 1236., 0., 0., 35719., 0., 20159., 0., 0., 0., 0., 0., 0., 0., 0., 147., 0., 10581., 0., 0., 2280371, 901958, 835257, 32041, 434885, 203909, 269555, 531097
2022-04-26, 3150571, 37508, 148604, 1222., 0., 0., 35298., 0., 20021., 0., 0., 0., 0., 0., 0., 0., 0., 146., 0., 10438., 0., 0., 2260961, 889610, 831337, 31891, 432803, 203093, 268385, 528574
2022-04-27, 3302394, 37360, 147785, 1218., 0., 0., 34915., 0., 19790., 0., 0., 0., 0., 0., 0., 0., 0., 145., 0., 10536., 0., 0., 2420026, 882369, 827129, 31727, 430496, 202062, 267038, 525807
2022-04-28, 3384815, 37257, 146581, 1232., 0., 0., 34463., 0., 19494., 0., 0., 0., 0., 0., 0., 0., 0., 146., 0., 10668., 0., 0., 2415150, 969664, 821756, 31535, 427355, 200688, 265381, 522208
2022-04-29, 3442820, 37116, 145634, 1219., 0., 0., 33894., 0., 19266., 0., 0., 0., 0., 0., 0., 0., 0., 145., 0., 10678., 0., 0., 2469649, 973171, 816829, 31239, 424325, 199291, 263636, 518876
2022-04-30, 3172796, 36892, 144603, 1223., 0., 0., 33220., 0., 19119., 0., 0., 0., 0., 0., 0., 0., 0., 144., 0., 10630., 0., 0., 2209560, 963236, 811284, 30916, 421139, 197770, 261596, 515219
2022-05-01, 3218612, 36662, 143467, 1219., 0., 0., 32413., 0., 18924., 0., 0., 0., 0., 0., 0., 0., 0., 142., 0., 10603., 0., 0., 2246952, 971660, 805014, 30613, 417448, 196095, 259346, 510787
2022-05-02, 3252983, 36283, 142102, 1204., 0., 0., 31711., 0., 18763., 0., 0., 0., 0., 0., 0., 0., 0., 142., 0., 10660., 0., 0., 2318121, 934862, 797315, 30301, 412988, 194133, 256657, 505431
2022-05-03, 3255428, 35948, 140909, 1216., 0., 0., 30955., 0., 18704., 0., 0., 0., 0., 0., 0., 0., 0., 143., 0., 10785., 0., 0., 2316088, 939340, 790685, 30059, 409094, 192506, 254299, 500877
2022-05-04, 3276100, 35739, 140154, 1216., 0., 0., 30167., 0., 18580., 0., 0., 0., 0., 0., 0., 0., 0., 144., 0., 10958., 0., 0., 2346277, 929823, 786141, 29841, 406516, 191313, 252571, 497830
2022-05-05, 3531979, 35439, 139395, 1206., 0., 0., 29444., 0., 18400., 0., 0., 0., 0., 0., 0., 0., 0., 144., 0., 11080., 0., 0., 2602318, 929661, 781194, 29629, 403556, 189845, 250880, 494562
2022-05-06, 3287880, 34989, 138017, 1201., 0., 0., 28942., 0., 18224., 0., 0., 0., 0., 0., 0., 0., 0., 143., 0., 11179., 0., 0., 2358154, 929725, 772888, 29303, 398846, 187783, 247842, 488984
2022-05-07, 3321517, 34730, 136961, 1195., 0., 0., 28718., 0., 18099., 0., 0., 0., 0., 0., 0., 0., 0., 143., 0., 11194., 0., 0., 2359130, 962387, 765590, 28986, 394854, 186127, 245037, 484083
2022-05-08, 3320500, 34477, 135798, 1188., 0., 0., 28130., 0., 18003., 0., 0., 0., 0., 0., 0., 0., 0., 140., 0., 11251., 0., 0., 2359063, 961436, 759199, 28697, 391195, 184521, 242635, 479755
2022-05-09, 3565947, 34215, 134573, 1194., 0., 0., 27920., 0., 18023., 0., 0., 0., 0., 0., 0., 0., 0., 142., 0., 11325., 0., 0., 2612750, 953197, 752319, 28327, 387462, 182926, 240056, 475200
2022-05-10, 3524167, 34216, 135031, 1203., 0., 0., 27860., 0., 18154., 0., 0., 0., 0., 0., 0., 0., 0., 144., 0., 11352., 0., 0., 2605878, 918289, 755199, 28542, 388881, 183762, 241707, 477004
2022-05-11, 3256874, 34357, 135659, 1212., 0., 0., 27806., 0., 18242., 0., 0., 0., 0., 0., 0., 0., 0., 144., 0., 11383., 0., 0., 2337347, 919527, 759717, 28865, 391076, 184961, 244026, 479769
2022-05-12, 3167396, 34544, 136311, 1207., 0., 0., 27545., 0., 18264., 0., 0., 0., 0., 0., 0., 0., 0., 143., 0., 11414., 0., 0., 2248962, 918434, 764311, 29128, 393043, 185979, 246410, 482387
